tokenized_text,業界
"['軟質', 'ウレタン', '発泡', 'ポリエチレン', '自動車', '部品', '製造', '販売', '会社', '各種', 'クッション', '材', '断熱', '材', '梱包', '材', '自動車', '部品', '家具', '電子', '部品', '提供', '加工', '対応', '燃部材', '蓄冷', '材', '断熱', '建材']",自動車部品・カー用品製造業界の会社
"['主', '自動車', 'オートバイ', '金属', '製', '部品', 'ショットブラスト', '様々', '化成', '表面', '処理', '法', '表面', '加工', '塗装', '耐候性', 'カチオン', '電', '着', '黒', '塗装', '排気', '系', '部品', '耐熱', '塗装', 'アルミ', 'マグネシウム', '製', '外観', '部品', '塗装']",自動車部品・カー用品製造業界の会社
"['明治', 'グループ', '企業', '一般', 'タクシー', '観光', 'タクシー', '運行', 'グループ', '明治', '自動車', '株式会社', '始め', '鳳', '自動車', '株式会社', 'ガス', '事業', '明治', 'モーターガス']",タクシー業界の会社
"['警備', '業', '交通', '警備', '施設', '警備', 'イベント', '会場', '警備', '有料', '道路', '料金', '収受', '業務', '道路', '清掃', '車', '一般', '国道', '清掃', 'その他', '伐採', '除草', '業務', '展開']",警備業界の会社
"['鎌倉', '伊豆', '葉山', 'タクシー', '運行', '電動', 'リフト', '福祉', 'タクシー', '9', '人', '乗り', 'ジャンボ', 'タクシー', '運行', '成田', '羽田空港', '送迎', '乗務', '員', 'タクシー', 'タクシー', '運営', '代行', 'サービス', '提供']",タクシー業界の会社
"['静岡', '県', '富士', '市', '沼津', '市', '東部', 'エリア', '牛肉', '豚肉', '魚', '野菜', '夕食', '用', '食材', '配達', 'カタログ', '好み', 'メニュー', '選択', '日', '分', '食材', '毎日', '配達', '点', '特徴', '電力', '自由', '化', 'ミツウロコ', 'グリーン', 'エネルギー', '電力', '供給', 'ヨシ', 'ケイ', '電気', '販売']",食品店業界の会社
"['タクシー', 'サービス', '小型', '中型', 'タクシー', 'ジャンボ', 'タクシー', '送迎', '観光', 'タクシー', 'サービス', 'ハイヤー', '介護', '福祉', 'タクシー', 'サービス', '小物', '書類', '配送', '便利', '屋', 'タクシー', 'サービス', '全国', 'タクシーアプリ', '配車', '可能', '点', '特徴']",タクシー業界の会社
"['大阪', '府', '大阪', '市', '中央', '区', '道頓堀', 'ホテル', '経営', 'ほか', '中華', '料理', '宴', '会場', '運営', '外国', '人', '観光', '客', '方', '向け', '日本', '文化', '体験', 'イベント', '日替わり', '日本', '文化', 'おもてなし', '体験', 'ホテル', 'イスラム', '教徒', '顧客', '礼拝', '用', 'キブラ', '絨毯', '配慮']",ホテル・旅館業界の会社
"['ホテルニューオータニ', 'グループ', 'ホテル', 'イタリア', '軒', '運営', '結婚式', '場', '宴会', '場', '運営', '会議', '室', '貸し出し', '日本', '料理', '店', '洋食', '料理', '店', '運営', '展開', 'その他', 'バー', 'すし', '料理', '店', '運営', '対応', 'ギフト', '販売', '土産物', '店', '運営']",ホテル・旅館業界の会社
"['住友不動産', '100', '％', '出資', 'もと', '東京', '都心', '中心', '宿泊', '特', '化', '型', 'ホテル', 'リゾート', 'ホテル', '展開', '2020', '年', '羽田空港', '有明', '2', ',', '500', '室', '2', 'ホテル', '開業', '予定', '事業', '展開', '意欲', '的', '他', '会議', '室', '運営', '管理']",ホテル・旅館業界の会社
"['茨城', '県', '北茨城', '市', '観光', 'ホテル', '五', '浦', '観光', 'ホテル', '運営', '館内', '太平洋', '食事', 'こと', 'レストラン', '椿', '和洋', '食', '料理', '提供', '海', 'こと', '源泉', '流し', '露天風呂', '浴場', '貸切', '風呂', 'こと', '特徴']",ホテル・旅館業界の会社
"['居酒屋', 'チェーン', '店', '焼肉', '店', '回転', 'すし', '店', '和食', '店', 'カラオケ', '店', '様々', '飲食', '業', '運営', 'キャンドゥ', '大戸', '屋', 'FC', '店', '展開', 'その他', '自社', '所有', '不動産', '管理', '高齢', '者', '向け', '住宅', '運営', '訪問', '介護']",居酒屋・バー業界の会社
"['簡単', '業務', '専門', '業務', '人材', '派遣', '紹介', '製造', '物流', '医療', '福祉', '建築', '研究', '分析', '職', '設備', '監視', '業務', '案件', '多様', 'ハローワーク', '情報', '会社', '端末', '連動', 'ため', '多く', '案件', '提供', 'こと', '可能']",人材紹介業界の会社
"['グループホーム', 'アムール', 'サービス', '付き', '高齢', '者', '向け', '住宅', 'リー', 'ブル', '運営', '利用', '者', 'プライベート', '間取り', '特徴', 'バリアフリー', '完備', '注力', '常時', '利用', 'ヘルパー', 'コール', '設置', '施設', '内', '食事', '土井', '勝', '料理', '学校', '提供']",高齢者向け福祉業界の会社
"['静岡', '県', '伊豆熱川', '温泉', 'リゾート', 'ホテル', '運営', '個人', '客', '中心', '家族', '向け', '子供', '向け', '等', '宿泊', 'プラン', '提案', 'の', '特徴', '他', 'ほた', '鑑賞', '夕べ', '季節', 'ごと', 'イベント']",ホテル・旅館業界の会社
"['訪問', '介護', '事業', '所', 'ケア', 'センター', 'あかね', '運営', '老人', 'ホーム', 'デイサービス', '事業', '所', '等', '複合', '施設', '咲', '楽', 'パークス', '日', '高', '運営', 'その他', '高齢', '者', '向け', '住宅', '仲介', '福祉', '用具', '販売', 'レンタル', '介護', '用', 'リフォーム', '対応']",高齢者向け福祉業界の会社
"['札幌', '市', '江別', '市', 'タクシー', '運行']",タクシー業界の会社
"['訪問', '介護', '療養', 'デイサービス', '事務所', '訪問', '看護', 'サボテン', '運営', '居宅', '介護', '支援', 'ケアマネサボテン', '高齢', '者', '向け', '住宅', 'サボテン', '六', '高台', '生活', '介護', '支援', 'ケアラサボテン', '運営']",高齢者向け福祉業界の会社
"['コイル', 'スプリング', '主力', '製品', '精密', '自動車', '部品', '製造', '販売', 'その他', '部品', 'プレス', '加工', '技術', 'ノウハウ', '金', '型', '設計', '金', '型', '製作', 'プレス', '量産', '加工']",自動車部品・カー用品製造業界の会社
"['昆布', '利尻', '昆布', 'はじめ', '昆布', 'わかめ', '食品', '加工', '製造', '卸売', '西原', '商会', 'グループ', '製造', '会社']",水産物食品専門商社業界の会社
"['オリックス', 'ソニー', '損保', '三井', '住友', '海上', '様々', '生命', '保険', '損害', '保険', '各種', '商品', '代理', '店', '販売', '保険', '商品', '上', 'ファイナンシャルプランニング', '業務']",保険代理店業界の会社
"['ハイヤー', 'タクシー', '乗客', '目的', '地', '輸送', '通常', '運行', '業務', '冠婚葬祭', '時', 'ゴルフ', '場', '空港', '送迎']",タクシー業界の会社
"['宮崎', '県', 'メイク', '相談', '化粧', '品', '販売']",化粧品販売業界の会社
"['施設', '常駐', '警備', 'その他', '工事', '現場', '交通', '誘導', 'イベント', '駐車', '場', '誘導']",警備業界の会社
"['コート', 'ホテル', 'ヴァリエホテル', 'ホテル', '運営', '事業', '経営', 'コンサルティング', 'その他', '企業', '向け', '研修', 'スキー', '場', 'ゴルフ', '場', 'レジャー', '施設', '運営']",ホテル・旅館業界の会社
"['東海', '化成', '工業', '株式会社', '子会社', 'ウレタン', '発泡', '材料', '技術', '成形', '技術', '自動車', '用', '内装', '部品', '製造', '自動車', '制', '遮音', '部品', '製造', 'その他', '土木', '関連', '製品', '寝装品', '用', '樹脂', '産業', '用品', '製造']",自動車部品・カー用品製造業界の会社
"['理学', '療法', '士', 'リハビリ', '食事', '入浴', '日常', '生活', '支援', '点滴', '在宅', '酸素', '医師', '指示', '医療', '処置', '定期', '巡回', '随時', '対応', '型', '訪問', '介護', 'サービス', '他', '車椅子', '特殊', '寝台', '歩行', '器', '移動', 'リフト', '福祉', '用具', 'レンタル']",高齢者向け福祉業界の会社
"['自動車', '自動', '二', '輪', '部品', '販売', '自社', 'サイト', '京葉', 'パーツ', '自動車', '部品', '他', '芝', '刈り', '機', '発電', '機', '等', '販売', 'バイク', '用品', 'サイト', 'デジタル', 'バイク', 'バイク', '用', 'メーター', '専門', 'サイト', 'モトガジェット・ジャパン', '運営', 'その他', '店舗', 'バイク', '販売', 'オート', 'ショップ', 'KEIYO', '営業']",自動車部品・カー用品製造業界の会社
"['相互', 'タクシー', 'グループ', '所属', 'タクシー', '会社', '京都', '観光', '案内', '得意', '官公庁', '外資', '系', '企業', '依頼', 'ビジネス', '利用', 'ハイヤー', '運転', '業務', '請負', '実績', '多数', '京都', '地区', 'タクシー', '会社', '初', 'ISO', '9001', '認証', '取得']",タクシー業界の会社
"['茨城', '県', '水戸', '市', '拠点', '配電', '線', '工事', '交通', '誘導', '警備']",警備業界の会社
"['高齢', '者', '自立', '支援', 'サービス', '機能', '訓練', '中心', 'リハビリ', '型', 'デイサービス', 'レコード', 'ブック', '運営', '自立', '状態', '継続', 'ため', 'シルバーフィットネスサービス', 'Studio', 'Red', '運営']",高齢者向け福祉業界の会社
"['タクシー', '事業', '観光', '用', 'ジャンボ', 'ハイヤー', '観光', 'バス', 'はじめ', 'VIP', '送迎', 'ため', '大型', 'ハイヤー', '保有', '妊娠', '中', '子育て', '中', '女性', '向け', 'ママ', 'サポート', 'タクシー', 'サービス', '他', 'タクシー', '代行', '運転']",タクシー業界の会社
"['仙台', '市内', '発', 'コース', '秋保', '発', 'コース', '観光', 'コース', 'タクシー', '運行', '大型', '車', 'タクシー', '運行']",タクシー業界の会社
"['北', 'こぶし', '知床', 'ホテル', '&', 'リゾート', '運営', 'テラス', '露天', '付き', '洋室', '展望', '和洋', '室', '等', '客室', '完備', 'ホテル', '併設', 'テラス', 'ダイニング', '波', '音', 'Grill', 'Shiretoko', '等', '飲食', '業', 'KIKI', '知床', 'ナチュラル', 'リゾート', '知床', '夕陽', '家', 'ONSEN', 'HOSTEL', '運営', '実施']",ホテル・旅館業界の会社
"['ホテル', '遊水亭', '運営', '施設', '内', '和室', '洋室', '客室', 'リラクゼーション', 'ルーム', '凛', 'エステ', 'ハイプライベートスパ', '漣']",ホテル・旅館業界の会社
"['訪問', '介護', '福祉', '用具', 'リース', '販売', '居宅', '介護', '支援', '予防', '訪問', '介護']",高齢者向け福祉業界の会社
"['加工', 'レーザー', '加工', '溶接', '加工', 'プレス', '加工', 'パンチ', 'プレス', '加工', 'SUS', '304', 'シルバー', 'トップ', '金属', '部品', '繊維', '機械', '部品', '医療', '機器', '部品', '製造', 'その他', '空調', '機器', '工業', '用', 'ミシン', '部品', '製造', 'CAD', '設計']",金属部品製造業界の会社
"['ダイカスト', '鋳造', '方法', '利用', '非鉄', '金属', '部品', '製造', '主', '自動車', 'エンジン', '部品', 'オートマチックトランスミッション', '部品', '生産', '燃料', 'オイル', 'フィルタ', '部品', '製造', '対応']",自動車部品・カー用品製造業界の会社
"['香川', '県', '高松', '市', 'ホテル', 'Pearl', 'Garden', '運営', '宿泊', 'ほか', '研修', '会議', '利用', '結婚式', '場', '利用', '可能']",ホテル・旅館業界の会社
"['大分', 'センチュリー', 'ホテル', 'ホテル', '内', 'レストラン', 'カテリーナ', '中国', '料理', '李白', '運営']",ホテル・旅館業界の会社
"['サービス', '付き', '高齢', '者', '住宅', 'カーサ', '桜木', '運営', '短期', '入所', '生活', '介護', '通所', '介護', '施設', '庵', '-', '-」', '運営', 'その他', '食事', '入浴', '介護', '訪問', '介護', '訪問', '看護', '対応', 'ケア', 'プラン', '作成', '居宅', '介護', '支援', '事業']",高齢者向け福祉業界の会社
